Municipality,Year,"Entitled to special refunds on medicines for psychosis, as % of total population","Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age","Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Mental health outpatient visits of adults per 1000 persons aged 18 and over,Mental health visits in primary health care per 1000 inhabitants,Outpatient visits in specialities of psychiatry per 1000 inhabitants,"Psychiatric inpatient care, care days per 1000 inhabitants","Psychiatric inpatient care, patients per 1000 inhabitants","Psychiatric inpatient care, periods of care per 1000 inhabitants","Psychiatric rehabilitation homes, clients on 31 Dec (24-hour assistance) per 10000 inhabitants","Psychiatric rehabilitation homes, clients on 31 Dec (part-time assistance) per 10000 inhabitants","Rahabilitative psychotherapy, recipients aged 16-24 per 1000 persons of same age","Recipients of a disability pension due to mental and behavioural disorders aged 16-24, % of total population of the same age ","Recipients of a disability pension due to mental and behavioural disorders aged 25-64, as % of total population of the same age ","Rehabilitative psychotherapy, recipients aged 25-64 per 1000 persons of same age","Reimbursement for depression medicines in those aged 65 and over, as % of total population of same age","Reimbursements for depression medicines, recipients aged 0-17, as % of total population of the same age","Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age","Sickness allowance for mental health reasons, recipients aged 25-64 per 1000 persons of same age"
Isojoki,2011,3.2,0.0,0.0,632.0,259.0,323.3,138.9,5.5,6.8,0.0,21.0,0.0,1.9,6.9,9.3,13.3,1.2,98.4,12.4
Isojoki,2012,3.2,0.0,0.0,385.3,100.0,282.5,238.0,5.2,7.9,0.0,22.0,0.0,1.9,6.8,9.3,10.9,1.2,102.2,14.5
Isojoki,2013,3.3,0.0,0.0,299.7,26.0,302.2,105.4,2.7,2.7,0.0,27.0,0.0,1.9,6.4,9.3,11.8,1.2,95.9,17.8
Isojoki,2014,3.2,0.0,0.0,466.2,182.0,268.4,237.9,4.5,5.0,0.0,24.0,0.0,2.9,6.0,9.3,11.0,1.2,81.0,17.4
Isojoki,2015,2.9,0.0,0.0,388.1,147.0,234.6,97.0,2.4,3.8,0.0,24.0,0.0,2.7,5.4,9.3,11.9,1.2,78.6,15.0
Isojoki,2016,2.9,0.0,0.0,341.8,136.0,222.2,41.8,3.0,2.4,0.0,24.0,0.0,2.2,5.4,9.3,10.6,1.2,71.2,12.4
Isojoki,2017,2.9,0.0,0.0,373.0,173.0,243.1,139.3,3.0,3.4,0.0,25.0,0.0,2.4,5.4,6.4,10.6,1.2,66.2,26.6
Isojoki,2018,2.8,0.0,0.0,368.5,149.0,278.3,111.3,2.5,5.6,0.0,25.0,0.0,3.1,5.6,5.4,11.9,1.2,70.8,17.2
Isojoki,2019,3.0,0.0,0.0,462.5,217.0,285.0,49.7,2.6,3.1,0.0,25.0,0.0,2.7,5.4,6.5,13.9,1.2,70.8,22.9
Isojoki,2020,3.0,0.0,0.0,376.8,209.0,326.2,176.1,4.2,6.8,0.0,25.0,0.0,2.7,5.6,7.8,13.7,1.2,81.9,23.5
Isojoki,2021,2.9,0.0,0.0,398.9,226.0,313.6,181.4,4.8,7.4,0.0,25.0,0.0,2.7,5.0,10.4,14.2,1.2,80.7,13.9
Isojoki,2022,2.5,0.0,0.0,410.1,181.0,308.9,81.5,3.2,7.4,0.0,25.0,0.0,2.7,5.2,10.6,13.6,1.2,78.6,22.5
Isojoki,2023,2.4,0.0,0.0,440.5,190.0,308.9,81.5,5.0,7.4,0.0,25.0,0.0,2.7,4.8,7.4,13.3,1.2,81.4,23.3
Isokyrö,2000,2.1,5.4,0.0,271.2,55.0,175.3,310.6,5.4,8.5,0.0,10.0,0.0,1.0,3.4,1.9,9.0,0.6,55.0,20.0
Isokyrö,2001,2.2,5.4,0.0,99.5,33.0,71.8,320.2,7.1,10.8,0.0,10.0,0.0,1.0,3.6,1.9,11.0,0.6,48.2,20.0
Isokyrö,2002,2.1,5.4,0.0,92.4,25.0,86.1,321.7,7.9,10.2,0.0,10.0,0.0,1.0,3.6,2.0,10.5,0.7,54.7,20.0
Isokyrö,2003,2.1,0.0,0.0,53.3,11.0,58.6,349.1,6.3,9.5,0.0,10.0,0.0,1.0,3.7,2.0,9.4,0.7,63.4,20.0
Isokyrö,2004,2.2,0.0,0.0,84.1,12.0,81.6,246.2,6.7,9.5,0.0,10.0,0.0,1.0,4.0,2.0,9.4,0.6,66.5,20.0
Isokyrö,2005,2.1,0.0,0.0,305.6,28.0,247.6,177.8,7.1,11.1,0.0,10.0,0.0,1.0,4.1,2.4,10.5,0.5,64.8,19.2
Isokyrö,2006,1.9,0.0,0.0,308.9,11.0,256.5,234.9,7.3,8.5,0.0,10.0,0.0,1.0,4.0,2.4,10.2,0.4,71.6,19.3
Isokyrö,2007,1.9,0.0,0.0,350.3,24.0,283.9,422.4,7.2,9.0,0.0,10.0,0.0,1.0,4.0,2.0,12.0,0.4,74.9,21.4
Isokyrö,2008,1.9,0.0,0.0,341.7,22.0,289.5,310.2,5.8,6.0,0.0,10.0,0.0,1.0,4.0,2.0,10.1,0.7,77.2,21.2
Isokyrö,2009,1.9,0.0,0.0,357.8,0.0,315.0,264.7,4.8,6.3,0.0,10.0,0.0,1.0,3.8,2.0,11.6,0.4,81.4,21.6
Isokyrö,2010,1.8,0.0,0.0,365.7,0.0,323.9,158.7,4.2,5.8,0.0,10.0,0.0,1.2,3.9,2.0,11.6,0.4,86.9,26.4
Isokyrö,2011,1.8,0.0,0.0,422.1,2.0,392.8,281.4,6.1,8.5,0.0,10.0,0.0,1.0,3.6,2.5,10.9,0.6,93.5,26.6
Isokyrö,2012,1.7,0.0,0.0,436.2,0.0,418.5,75.1,3.1,3.1,0.0,10.0,0.0,1.3,3.5,2.9,11.9,0.5,92.3,22.0
Isokyrö,2013,1.7,0.0,0.0,448.2,67.0,390.8,171.6,2.9,3.9,0.0,10.0,0.0,0.9,3.6,5.5,9.5,0.4,83.1,21.1
Isokyrö,2014,1.7,0.0,0.0,459.4,128.0,394.1,109.3,3.3,4.3,0.0,10.0,0.0,1.0,3.4,5.6,10.8,0.5,79.9,20.2
Isokyrö,2015,1.8,0.0,0.0,299.8,55.0,304.3,191.6,3.8,5.4,0.0,10.0,0.0,1.0,3.6,3.5,10.9,0.6,83.9,24.9
Isokyrö,2016,1.8,0.0,0.0,234.1,32.0,243.2,90.2,3.8,5.7,0.0,11.0,0.0,1.1,3.8,4.9,11.2,0.9,67.1,21.4
Isokyrö,2017,1.9,0.0,0.0,263.5,128.0,251.0,140.8,4.5,5.3,0.0,13.0,0.0,1.0,4.0,5.5,11.3,0.7,80.2,21.8
Isokyrö,2018,1.8,0.0,0.0,290.1,133.0,273.9,167.8,4.6,4.8,0.0,13.0,0.0,1.1,3.9,6.0,12.2,1.2,79.9,25.4
Isokyrö,2019,2.1,0.0,0.0,272.4,68.0,317.1,164.5,4.4,6.6,0.0,11.0,0.0,1.6,4.2,9.5,13.0,1.1,87.2,32.8
Isokyrö,2020,1.8,0.0,0.0,218.9,12.0,379.8,101.1,3.4,6.5,0.0,16.0,0.0,1.6,4.4,12.1,13.2,0.8,97.1,30.6
Isokyrö,2021,1.8,0.0,0.0,207.8,8.0,339.5,62.9,2.0,2.9,0.0,16.0,0.0,1.6,4.3,15.3,14.1,0.9,103.7,28.5
Isokyrö,2022,1.7,0.0,0.0,254.6,57.0,336.1,37.7,2.7,2.9,0.0,14.0,0.0,1.3,4.4,19.0,13.3,1.3,104.3,29.0
Isokyrö,2023,1.6,0.0,0.0,368.9,154.0,336.1,37.7,3.2,2.9,0.0,14.0,0.0,1.3,4.3,20.4,12.4,2.1,105.7,32.7
Jakobstad,2000,1.6,3.2,7.5,598.5,0.0,467.6,348.7,4.3,5.0,7.0,3.0,0.0,0.5,3.6,0.8,11.7,0.3,54.8,20.7
Jakobstad,2001,1.6,2.6,6.6,712.5,9.0,547.4,290.6,3.8,4.1,7.0,3.0,0.0,0.5,3.5,0.6,11.7,0.3,55.7,20.7
Jakobstad,2002,1.7,2.6,3.6,611.0,0.0,479.4,276.3,3.8,3.6,7.0,3.0,0.0,0.6,3.5,1.2,11.7,0.3,60.6,20.7
Jakobstad,2003,1.7,2.6,5.6,562.3,0.0,440.4,330.9,3.8,4.1,7.0,3.0,0.0,0.4,3.6,1.6,11.7,0.5,66.8,20.7
Jakobstad,2004,1.7,3.1,4.4,558.9,0.0,439.1,341.2,3.8,4.3,7.0,3.0,0.0,0.5,3.7,1.5,11.3,0.4,68.6,20.7
Jakobstad,2005,1.8,2.4,5.7,570.3,0.0,449.4,389.3,4.5,4.8,7.0,3.0,0.0,0.6,3.7,0.9,10.6,0.4,71.2,19.6
Jakobstad,2006,1.8,1.4,7.1,566.9,0.0,445.7,351.0,5.0,6.5,7.0,3.0,0.0,0.7,3.7,0.9,11.9,0.5,77.3,25.4
Jakobstad,2007,1.8,4.5,3.2,427.9,0.0,426.1,335.7,5.1,6.0,7.0,3.0,0.0,0.7,3.8,1.0,12.5,0.7,85.6,23.5
Jakobstad,2008,1.7,3.1,6.7,403.1,0.0,426.1,290.9,5.2,6.0,7.0,3.0,2.3,0.7,3.8,2.0,12.2,0.6,86.5,21.6
Jakobstad,2009,1.7,2.6,8.5,380.4,0.0,398.2,264.0,4.2,5.8,8.0,3.0,2.3,0.8,3.7,3.3,13.1,0.6,90.8,20.1
Jakobstad,2010,1.7,1.9,6.8,290.0,0.0,320.6,222.1,3.9,5.1,8.0,3.0,4.4,0.7,3.9,3.1,12.4,0.6,95.0,18.1
Jakobstad,2011,1.6,3.5,9.6,304.7,2.0,343.6,215.7,3.8,4.9,13.0,3.0,4.4,0.7,3.8,3.0,12.8,0.6,96.7,19.3
Jakobstad,2012,1.6,4.3,7.9,305.2,1.0,354.2,298.6,4.4,5.7,12.0,3.0,6.1,0.7,3.7,3.0,13.4,0.7,97.8,25.5
Jakobstad,2013,1.6,5.1,10.2,322.5,1.0,383.0,244.8,4.4,5.7,14.0,3.0,3.5,1.1,3.7,3.5,12.4,0.7,95.6,25.4
Jakobstad,2014,1.5,5.5,8.1,332.5,20.0,392.5,197.3,4.1,5.4,13.0,9.0,4.5,1.0,3.7,5.1,12.3,0.9,100.9,29.7
Jakobstad,2015,1.5,5.0,14.7,310.2,2.0,408.0,181.6,4.1,6.7,14.0,9.0,8.1,1.1,3.5,5.1,12.5,1.1,96.1,31.3
Jakobstad,2016,1.5,4.0,11.1,291.0,1.0,406.3,164.2,3.3,4.5,14.0,9.0,13.1,1.2,3.6,5.3,12.2,1.2,81.7,27.7
Jakobstad,2017,1.5,2.7,10.5,432.7,62.0,476.1,170.7,4.8,7.9,15.0,11.0,8.3,1.2,3.6,6.2,12.3,1.2,83.4,32.1
Jakobstad,2018,1.5,5.9,14.1,401.7,50.0,439.7,159.5,5.2,7.1,11.0,11.0,9.2,1.3,3.4,7.5,12.8,1.4,84.8,32.1
Jakobstad,2019,1.5,3.5,20.1,172.3,58.0,98.1,148.7,4.4,8.1,15.0,11.0,9.8,1.2,3.3,8.7,12.9,1.5,93.3,37.1
Jakobstad,2020,1.4,5.3,11.6,442.9,35.0,441.1,155.4,4.6,8.1,17.0,12.0,8.7,1.3,3.2,9.6,12.8,1.6,97.7,39.2
Jakobstad,2021,1.4,5.3,11.7,430.0,17.0,459.5,111.6,3.8,5.0,17.0,12.0,8.3,1.2,3.1,11.0,12.9,1.7,100.5,37.7
Jakobstad,2022,1.4,6.5,14.8,365.6,12.0,416.7,126.3,4.1,5.0,20.0,11.0,5.5,1.2,3.0,10.4,13.1,1.5,104.9,37.5
Jakobstad,2023,1.4,4.2,12.5,368.6,6.0,416.7,126.3,3.7,5.0,16.0,12.0,4.9,1.0,2.9,9.6,13.3,1.5,105.0,40.9
Janakkala,2000,1.1,5.2,11.8,357.5,162.0,161.3,297.8,6.2,8.6,3.0,5.0,3.8,0.4,3.0,1.2,10.6,0.3,52.9,20.5
Janakkala,2001,1.1,3.4,6.1,393.3,180.0,163.0,260.3,5.6,8.9,3.0,5.0,3.8,0.4,3.0,1.3,9.9,0.2,51.8,20.5
Janakkala,2002,1.1,4.9,12.3,374.1,96.0,252.8,283.6,6.8,10.3,3.0,5.0,3.8,0.3,3.0,1.4,10.0,0.2,57.3,20.5
Janakkala,2003,1.1,4.3,13.8,363.6,95.0,252.0,269.6,6.7,11.1,3.0,5.0,3.8,0.4,3.2,1.4,9.5,0.1,60.2,20.5
Janakkala,2004,1.2,3.9,7.4,338.2,100.0,217.5,201.4,6.1,10.0,3.0,5.0,3.8,0.4,3.2,1.3,9.2,0.2,64.5,20.5
Janakkala,2005,1.2,5.5,7.5,359.1,125.0,232.1,235.2,6.0,8.9,3.0,5.0,5.3,0.6,3.3,1.1,8.8,0.3,68.8,19.7
Janakkala,2006,1.3,4.1,7.2,339.0,139.0,198.1,159.5,4.8,6.9,3.0,5.0,5.3,0.9,3.2,1.4,10.1,0.4,72.3,21.7
Janakkala,2007,1.2,4.5,5.0,315.4,135.0,193.9,226.8,5.5,7.1,3.0,8.0,5.3,0.6,3.2,2.3,10.9,0.2,79.1,23.2
Janakkala,2008,1.2,3.7,8.8,298.5,143.0,158.8,211.2,4.4,6.0,3.0,3.0,5.3,0.4,3.3,2.4,10.5,0.3,86.0,22.9
Janakkala,2009,1.2,2.9,8.7,343.9,172.0,171.8,196.2,4.3,5.6,3.0,3.0,5.3,0.7,3.1,2.8,11.4,0.4,91.7,20.4
Janakkala,2010,1.2,4.4,8.5,406.1,241.0,139.4,139.9,4.3,5.7,3.0,3.0,5.3,0.7,3.1,2.5,11.1,0.3,88.5,19.3
Janakkala,2011,1.2,3.9,7.6,312.1,187.0,115.5,140.8,4.4,5.2,4.0,4.0,5.3,1.0,2.9,2.8,11.3,0.3,88.4,19.4
Janakkala,2012,1.2,3.7,6.5,503.4,328.0,124.0,131.1,3.9,5.2,3.0,4.0,5.3,1.1,3.1,2.9,10.2,0.3,92.7,19.7
Janakkala,2013,1.3,6.0,7.5,512.6,300.0,201.0,113.9,3.3,3.9,5.0,4.0,5.3,1.0,3.1,3.1,10.0,0.5,87.6,17.9
Janakkala,2014,1.3,6.9,6.7,526.0,280.0,239.7,153.3,4.4,5.4,5.0,3.0,3.5,0.7,3.2,4.2,9.7,0.7,88.2,20.1
Janakkala,2015,1.3,5.3,12.7,572.3,297.0,252.8,142.5,3.6,5.2,4.0,3.0,3.5,0.7,3.2,5.9,9.7,0.4,91.8,21.3
Janakkala,2016,1.3,6.8,5.1,606.8,325.0,243.8,123.7,3.4,5.0,5.0,3.0,6.5,0.7,3.2,6.8,9.6,0.4,78.5,19.0
Janakkala,2017,1.3,3.8,6.2,608.3,360.0,208.5,126.0,3.0,5.2,4.0,4.0,6.5,0.8,3.2,8.6,9.4,0.5,80.4,20.2
Janakkala,2018,1.3,6.6,5.2,575.4,338.0,216.3,146.7,3.5,5.8,5.0,6.0,6.5,1.2,3.2,9.3,10.4,0.6,81.4,23.5
Janakkala,2019,1.3,6.1,10.0,564.1,317.0,251.9,171.1,4.0,5.0,6.0,6.0,6.5,1.5,3.3,9.7,10.6,0.9,85.0,26.7
Janakkala,2020,1.2,5.6,14.4,601.7,363.0,261.4,179.7,3.8,4.9,4.0,6.0,6.5,1.4,3.3,9.2,11.0,0.7,85.7,28.2
Janakkala,2021,1.2,6.8,8.2,642.2,402.0,253.2,127.4,3.7,5.6,4.0,6.0,4.9,1.6,3.1,10.7,10.6,1.1,90.4,28.5
Janakkala,2022,1.2,6.7,10.0,642.5,423.0,231.1,166.7,3.3,5.6,3.0,6.0,8.5,1.2,3.0,11.1,11.4,1.3,94.1,27.0
Janakkala,2023,1.2,6.1,10.1,684.0,462.0,231.1,166.7,3.4,5.6,6.0,6.0,8.2,1.5,3.0,12.1,11.4,1.4,103.1,32.9
Joensuu,2000,2.0,5.4,9.2,173.7,12.0,181.1,319.7,6.1,9.6,1.0,6.0,1.2,0.4,3.9,1.6,11.1,0.5,67.9,20.0
Joensuu,2001,2.1,5.8,7.4,174.5,34.0,160.6,340.7,6.3,10.1,1.0,6.0,1.4,0.4,3.8,1.7,10.9,0.3,68.2,20.0
Joensuu,2002,2.1,5.9,8.6,594.2,300.0,197.8,310.1,6.3,9.9,1.0,6.0,1.5,0.4,3.8,1.6,10.8,0.3,71.0,20.0
Joensuu,2003,2.2,6.2,9.7,570.5,288.0,192.5,321.6,6.7,11.1,1.0,6.0,2.3,0.4,3.9,1.8,11.2,0.4,75.3,20.0
Joensuu,2004,2.2,7.4,8.0,537.2,273.0,186.4,358.9,7.4,11.7,1.0,6.0,2.5,0.4,3.9,1.9,10.8,0.5,76.7,20.0
Joensuu,2005,2.2,8.0,8.2,568.3,289.0,198.6,337.7,6.8,10.3,1.0,6.0,2.5,0.4,3.9,2.0,10.9,0.6,78.0,19.5
Joensuu,2006,2.3,7.9,7.5,573.2,283.0,211.6,347.8,7.6,11.8,1.0,6.0,3.5,0.5,3.9,2.6,11.3,0.6,83.8,19.3
Joensuu,2007,2.4,7.5,9.6,523.9,287.0,205.5,335.6,6.4,8.1,2.0,12.0,4.6,0.6,4.0,3.3,11.7,0.7,93.4,20.2
Joensuu,2008,2.4,8.5,8.9,564.7,292.0,239.9,335.1,5.9,7.5,3.0,13.0,5.8,0.6,4.1,4.6,12.2,0.9,98.6,18.7
Joensuu,2009,2.4,8.4,8.1,532.0,266.0,251.7,326.3,5.5,6.8,5.0,13.0,4.3,0.7,4.0,5.1,12.9,0.9,101.0,16.8
Joensuu,2010,2.4,7.3,7.6,519.2,263.0,233.2,336.0,5.5,6.6,10.0,11.0,5.3,0.7,4.0,6.0,13.4,0.9,103.9,17.4
Joensuu,2011,2.4,5.3,9.9,474.6,219.0,244.4,303.0,6.0,7.6,10.0,10.0,9.7,0.8,3.9,7.5,13.5,1.2,105.0,16.8
Joensuu,2012,2.5,4.4,9.9,472.1,222.0,238.5,324.1,5.5,6.9,12.0,11.0,11.6,0.8,3.9,8.9,13.4,1.4,107.0,18.5
Joensuu,2013,2.5,4.8,9.7,460.0,239.0,213.5,319.1,5.9,7.1,13.0,12.0,12.0,0.8,3.9,11.4,12.6,1.2,104.1,16.7
Joensuu,2014,2.4,5.5,10.4,502.5,253.0,233.6,298.9,6.1,7.6,13.0,12.0,15.9,0.9,3.8,13.0,12.3,1.1,102.6,17.8
Joensuu,2015,2.4,6.2,11.8,552.7,285.0,243.6,291.2,6.7,8.4,13.0,12.0,19.4,0.8,3.7,15.4,12.3,1.0,103.0,18.3
Joensuu,2016,2.4,4.0,13.0,590.4,297.0,287.5,245.0,6.6,8.7,14.0,9.0,22.8,0.9,3.6,17.8,12.2,1.1,89.2,19.7
Joensuu,2017,2.4,6.0,14.5,649.8,303.0,354.1,207.1,7.4,10.6,15.0,10.0,24.6,0.8,3.5,21.0,12.3,1.3,90.0,20.9
Joensuu,2018,2.4,6.2,15.4,799.2,415.0,376.6,252.8,8.0,10.6,13.0,9.0,26.7,1.0,3.5,25.3,12.5,1.5,95.2,24.4
Joensuu,2019,2.6,7.6,15.7,745.3,432.0,363.6,284.5,8.4,10.7,14.0,11.0,28.6,0.9,3.5,28.2,13.0,1.6,102.1,30.1
Joensuu,2020,2.4,6.4,15.7,731.6,435.0,364.1,272.3,8.3,11.1,14.0,13.0,30.6,1.0,3.6,31.3,13.2,1.6,106.8,27.7
Joensuu,2021,2.4,7.8,15.4,737.4,422.0,397.8,293.7,8.6,11.7,14.0,15.0,30.4,1.1,3.5,33.7,13.4,1.8,113.3,32.7
Joensuu,2022,2.4,6.6,14.5,723.1,449.0,342.9,230.2,7.5,11.7,13.0,17.0,32.5,1.0,3.5,32.3,13.4,2.0,117.1,34.3
Joensuu,2023,2.4,6.7,15.5,801.1,516.0,342.9,230.2,7.9,11.7,11.0,19.0,33.2,1.0,3.6,31.2,13.6,2.0,119.2,35.2
Jokioinen,2000,1.0,4.3,0.0,311.4,0.0,240.4,246.4,4.2,8.3,10.0,0.0,0.0,0.7,2.9,1.7,7.0,0.3,55.0,15.7
Jokioinen,2001,1.0,4.3,16.8,292.2,0.0,225.1,456.1,4.4,8.3,10.0,0.0,0.0,0.7,3.1,1.7,7.0,0.4,54.6,15.7
Jokioinen,2002,0.9,5.1,12.8,373.4,0.0,284.9,318.4,4.6,5.7,10.0,0.0,0.0,0.7,2.8,1.7,6.5,0.4,62.6,15.7
Jokioinen,2003,0.9,4.3,12.8,355.2,0.0,273.4,257.9,6.0,11.3,10.0,0.0,0.0,0.7,2.7,1.7,7.4,0.4,61.2,15.7
Jokioinen,2004,1.0,3.6,12.8,414.0,0.0,336.9,210.6,5.6,9.9,10.0,0.0,0.0,0.7,2.7,1.7,8.2,0.4,69.1,15.7
Jokioinen,2005,1.1,3.6,12.8,274.8,0.0,300.3,255.6,5.9,7.8,10.0,0.0,0.0,0.7,2.8,1.7,8.2,0.4,68.1,13.7
Jokioinen,2006,1.1,3.6,12.8,495.7,128.0,353.7,224.5,4.5,9.4,10.0,0.0,0.0,0.7,2.9,1.7,8.4,0.4,66.7,16.8
Jokioinen,2007,1.2,5.3,15.6,454.6,117.0,306.2,247.9,6.4,10.6,10.0,0.0,0.0,0.7,3.0,1.7,8.4,0.4,67.5,12.2
Jokioinen,2008,1.2,5.3,0.0,457.7,132.0,288.9,255.6,5.4,8.3,10.0,0.0,0.0,1.0,3.0,1.7,9.1,0.4,73.0,15.6
Jokioinen,2009,1.3,5.3,0.0,463.8,113.0,324.5,246.7,4.9,7.3,10.0,0.0,0.0,1.2,3.0,1.7,8.7,0.3,73.0,9.1
Jokioinen,2010,1.4,5.3,0.0,425.5,85.0,347.9,278.0,4.9,9.8,10.0,0.0,0.0,0.9,3.0,1.7,9.3,0.3,77.4,12.5
Jokioinen,2011,1.4,3.9,0.0,319.6,4.0,343.9,149.2,5.1,8.1,10.0,0.0,0.0,1.1,2.9,1.7,9.6,0.4,84.8,15.1
Jokioinen,2012,1.5,3.9,0.0,384.4,0.0,398.7,239.9,6.6,10.8,10.0,0.0,0.0,1.0,2.7,1.7,9.5,0.3,81.6,12.3
Jokioinen,2013,1.4,4.7,0.0,424.3,2.0,467.9,108.8,5.7,7.5,10.0,0.0,0.0,0.8,2.4,1.7,8.9,0.6,87.6,14.9
Jokioinen,2014,1.4,4.7,0.0,123.1,44.0,158.8,81.6,4.5,5.4,10.0,0.0,0.0,1.0,2.6,1.8,9.0,0.4,81.9,14.9
Jokioinen,2015,1.3,4.7,0.0,162.4,53.0,168.5,81.7,3.7,4.1,10.0,0.0,0.0,1.0,2.4,2.0,9.9,1.0,79.1,16.7
Jokioinen,2016,1.5,4.7,0.0,168.1,0.0,182.7,124.9,3.7,4.7,10.0,0.0,0.0,1.0,2.9,2.0,9.4,1.0,70.4,16.4
Jokioinen,2017,1.4,4.7,0.0,141.7,1.0,179.7,110.7,4.7,6.2,10.0,0.0,0.0,1.0,2.8,2.0,9.7,1.3,64.8,15.5
Jokioinen,2018,1.3,5.4,0.0,124.9,6.0,192.7,80.7,2.7,5.2,10.0,0.0,0.0,1.0,2.6,2.0,8.5,1.0,70.8,20.0
Jokioinen,2019,1.4,5.4,0.0,135.0,6.0,194.6,140.3,4.5,6.4,10.0,0.0,0.0,1.0,2.8,2.8,10.2,1.2,79.4,20.6
Jokioinen,2020,1.3,5.4,0.0,279.1,1.0,326.2,159.7,5.3,9.1,10.0,0.0,0.0,1.0,2.7,4.0,9.5,1.6,78.7,27.0
Jokioinen,2021,1.4,5.4,0.0,176.5,1.0,261.2,123.1,5.2,8.9,10.0,0.0,0.0,1.3,2.6,2.5,10.3,1.3,82.8,28.3
Jokioinen,2022,1.4,5.4,0.0,155.9,1.0,253.1,56.7,2.8,8.9,10.0,0.0,0.0,1.0,2.8,2.1,10.5,1.9,90.0,28.1
Jokioinen,2023,1.4,5.4,0.0,141.2,1.0,253.1,56.7,2.0,8.9,10.0,0.0,0.0,1.3,2.8,6.9,10.7,2.5,98.8,29.7
Jomala,2000,0.6,0.0,0.0,0.8,0.0,0.6,12.9,5.8,0.3,0.0,0.0,0.0,1.1,1.3,4.2,8.3,0.7,34.6,23.9
Jomala,2001,0.6,0.0,0.0,1.2,0.0,0.9,31.6,5.8,17.2,0.0,0.0,0.0,1.1,1.6,4.2,8.5,0.7,34.0,23.9
Jomala,2002,0.5,0.0,16.8,2.0,0.0,1.5,155.5,5.8,17.2,0.0,0.0,0.0,1.1,1.6,4.2,10.4,0.7,44.0,23.9
Jomala,2003,0.5,0.0,16.8,3.9,0.0,2.9,214.9,4.1,24.1,0.0,0.0,0.0,1.1,1.5,4.2,8.2,0.4,43.6,23.9
Jomala,2004,0.5,0.0,16.8,1.5,0.0,1.1,65.3,2.9,24.5,0.0,0.0,0.0,1.1,1.6,4.2,9.1,0.4,53.3,23.9
Jomala,2005,0.6,0.0,16.8,0.4,0.0,0.3,76.6,4.4,31.3,0.0,0.0,0.0,1.1,1.6,4.2,8.9,0.4,56.3,25.4
Jomala,2006,0.6,0.0,16.8,0.7,0.0,0.5,111.6,4.6,18.0,0.0,0.0,0.0,1.1,1.7,4.2,8.3,0.4,59.0,31.1
Jomala,2007,0.5,0.0,16.8,3.2,0.0,7.9,27.3,3.7,8.5,0.0,0.0,0.0,1.1,1.5,4.2,7.7,0.4,62.7,29.3
Jomala,2008,0.5,0.0,16.8,646.2,0.0,562.2,128.4,3.6,11.7,0.0,0.0,0.0,1.1,1.6,4.2,7.8,0.4,59.1,20.4
Jomala,2009,0.5,0.0,16.8,546.9,0.0,485.8,108.4,2.0,3.2,0.0,0.0,0.0,1.1,1.6,4.2,5.8,0.4,61.8,26.1
Jomala,2010,0.5,0.0,16.8,482.7,0.0,444.6,118.1,3.2,4.1,0.0,0.0,11.6,1.1,1.5,4.2,7.8,0.4,64.7,19.4
Jomala,2011,0.4,0.0,16.8,521.9,10.0,456.8,202.6,3.1,6.4,0.0,0.0,11.6,1.1,1.4,4.2,8.1,0.4,55.1,18.9
Jomala,2012,0.4,0.0,16.8,613.7,3.0,532.3,243.4,4.8,7.3,0.0,0.0,11.6,1.1,1.3,4.2,8.1,0.5,62.0,18.1
Jomala,2013,0.5,0.0,0.0,289.0,0.0,316.2,121.8,2.9,4.7,0.0,0.0,11.6,1.1,1.3,4.2,8.6,0.6,64.1,26.5
Jomala,2014,0.4,0.0,0.0,636.6,0.0,571.1,180.7,3.9,6.4,0.0,0.0,11.6,1.1,1.1,4.2,7.6,0.6,65.2,29.0
Jomala,2015,0.3,0.0,0.0,6.9,0.0,5.2,103.5,2.8,3.4,0.0,0.0,11.6,1.1,1.1,4.2,7.5,0.3,60.3,26.3
Jomala,2016,0.4,0.0,0.0,583.4,1.0,514.8,18.7,3.4,4.6,0.0,0.0,11.6,1.1,1.1,4.2,7.3,0.5,51.3,27.3
Jomala,2017,0.4,0.0,0.0,494.1,0.0,463.7,37.9,2.7,4.1,0.0,0.0,11.6,1.4,1.0,4.2,8.1,0.7,55.2,30.2
Jomala,2018,0.4,0.0,0.0,486.5,0.0,509.9,76.7,2.0,4.0,0.0,0.0,11.6,1.3,1.1,4.2,8.9,0.8,51.9,27.8
Jomala,2019,0.3,0.0,0.0,482.2,13.0,601.9,2.9,0.0,1.0,0.0,0.0,11.6,1.3,0.7,4.2,9.3,1.0,56.2,30.8
Jomala,2020,0.3,0.0,0.0,355.5,61.0,499.3,23.4,0.0,3.4,0.0,0.0,11.6,0.9,0.9,6.9,8.1,1.4,60.2,32.4
Jomala,2021,0.3,0.0,0.0,928.8,95.0,567.9,23.4,2.9,3.4,0.0,0.0,14.1,0.0,1.0,6.7,8.3,1.5,66.8,33.2
Jomala,2022,0.3,0.0,0.0,637.1,130.0,10.3,72.4,4.3,3.4,0.0,0.0,16.8,0.0,1.0,10.9,9.2,1.8,70.6,29.4
